tweet_id,favorites,retweets,followers,favourites,timestamp
885528943205470208,31580,5323,9300802,146729,2017-07-13 15:58:47+00:00
885518971528720385,17996,3106,9300802,146729,2017-07-13 15:19:09+00:00
885311592912609280,0,15420,9300802,146729,2017-07-13 01:35:06+00:00
885167619883638784,19242,3666,9300802,146729,2017-07-12 16:03:00+00:00
884925521741709313,67259,15011,9300802,146729,2017-07-12 00:01:00+00:00
884876753390489601,24375,4670,9300802,146729,2017-07-11 20:47:12+00:00
884562892145688576,21306,3907,9300802,146729,2017-07-11 00:00:02+00:00
884441805382717440,23857,4787,9300802,146729,2017-07-10 15:58:53+00:00
884247878851493888,63275,16907,9300802,146729,2017-07-10 03:08:17+00:00
884162670584377345,17936,2501,9300802,146729,2017-07-09 21:29:42+00:00
883838122936631299,19165,2860,9300802,146729,2017-07-09 00:00:04+00:00
883482846933004288,40192,8264,9300802,146729,2017-07-08 00:28:19+00:00
883360690899218434,19937,3075,9300802,146729,2017-07-07 16:22:55+00:00
883117836046086144,32507,5531,9300802,146729,2017-07-07 00:17:54+00:00
882992080364220416,20977,3243,9300802,146729,2017-07-06 15:58:11+00:00
882762694511734784,24779,4091,9300802,146729,2017-07-06 00:46:41+00:00
882627270321602560,24593,5061,9300802,146729,2017-07-05 15:48:34+00:00
882268110199369728,39185,9624,9300802,146729,2017-07-04 16:01:23+00:00
882045870035918850,25714,4080,9300802,146729,2017-07-04 01:18:17+00:00
881906580714921986,21436,2852,9300802,146729,2017-07-03 16:04:48+00:00
881666595344535552,44530,8952,9300802,146729,2017-07-03 00:11:11+00:00
881633300179243008,113,8,9300802,146729,2017-07-02 21:58:53+00:00
881536004380872706,43428,13392,9300802,146729,2017-07-02 15:32:16+00:00
881268444196462592,20472,4490,9300802,146729,2017-07-01 21:49:04+00:00
880935762899988482,15048,2332,9300802,146729,2017-06-30 23:47:07+00:00
880872448815771648,18694,3200,9301208,146729,2017-06-30 19:35:32+00:00
880465832366813184,25021,5211,9300802,146729,2017-06-29 16:39:47+00:00
880221127280381952,23659,3463,9300802,146729,2017-06-29 00:27:25+00:00
880095782870896641,24326,3650,9300802,146729,2017-06-28 16:09:20+00:00
879862464715927552,19694,2926,9300802,146729,2017-06-28 00:42:13+00:00
879674319642796034,282,9,9300802,146729,2017-06-27 12:14:36+00:00
879492040517615616,20700,2628,9300802,146729,2017-06-27 00:10:17+00:00
879415818425184262,92812,37426,9300802,146729,2017-06-26 19:07:24+00:00
879376492567855104,14853,2646,9300802,146729,2017-06-26 16:31:08+00:00
879130579576475649,0,5739,9300802,146729,2017-06-26 00:13:58+00:00
879050749262655488,19801,3953,9300802,146729,2017-06-25 18:56:45+00:00
879008229531029506,16776,2240,9300802,146729,2017-06-25 16:07:47+00:00
878776093423087618,17125,3431,9300802,146729,2017-06-25 00:45:22+00:00
878604707211726852,26432,5922,9300802,146729,2017-06-24 13:24:20+00:00
878404777348136964,0,1076,9300802,146729,2017-06-24 00:09:53+00:00
878316110768087041,0,5521,9300802,146729,2017-06-23 18:17:33+00:00
878281511006478336,6774,1076,9300802,146729,2017-06-23 16:00:04+00:00
878057613040115712,37139,5739,9300802,146729,2017-06-23 01:10:23+00:00
877736472329191424,69254,15801,9300802,146729,2017-06-22 03:54:17+00:00
877611172832227328,0,70,9300802,146729,2017-06-21 19:36:23+00:00
877556246731214848,19898,3167,9300802,146729,2017-06-21 15:58:08+00:00
877316821321428993,24141,4346,9300802,146729,2017-06-21 00:06:44+00:00
877201837425926144,23853,4625,9300802,146729,2017-06-20 16:29:50+00:00
876838120628539392,18208,2803,9300802,146729,2017-06-19 16:24:33+00:00
876537666061221889,21046,3969,9300802,146729,2017-06-18 20:30:39+00:00
876484053909872640,16556,1999,9300802,146729,2017-06-18 16:57:37+00:00
876120275196170240,24678,3899,9300802,146729,2017-06-17 16:52:05+00:00
875747767867523072,22105,3580,9300802,146729,2017-06-16 16:11:53+00:00
875144289856114688,19415,4151,9300802,146729,2017-06-15 00:13:52+00:00
875097192612077568,24238,5112,9300802,146729,2017-06-14 21:06:43+00:00
875021211251597312,22537,3970,9300802,146729,2017-06-14 16:04:48+00:00
874680097055178752,24604,3918,9300802,146729,2017-06-13 17:29:20+00:00
874434818259525634,0,12203,9300802,146729,2017-06-13 01:14:41+00:00
874296783580663808,22960,3481,9300802,146729,2017-06-12 16:06:11+00:00
874057562936811520,20106,3376,9300802,146729,2017-06-12 00:15:36+00:00
874012996292530176,30118,8585,9300802,146729,2017-06-11 21:18:31+00:00
873580283840344065,21373,3342,9300802,146729,2017-06-10 16:39:04+00:00
873337748698140672,0,1330,9300802,146729,2017-06-10 00:35:19+00:00
873213775632977920,6316,1330,9300802,146729,2017-06-09 16:22:42+00:00
872967104147763200,24057,4560,9300802,146729,2017-06-09 00:02:31+00:00
872820683541237760,13069,3165,9300802,146729,2017-06-08 14:20:41+00:00
872620804844003328,18318,3066,9300802,146729,2017-06-08 01:06:27+00:00
872486979161796608,36083,7714,9300802,146729,2017-06-07 16:14:40+00:00
872122724285648897,30215,6820,9300802,146729,2017-06-06 16:07:15+00:00
871879754684805121,33090,9246,9300802,146729,2017-06-06 00:01:46+00:00
871762521631449091,17883,2969,9300802,146729,2017-06-05 16:15:56+00:00
871515927908634625,17887,2939,9300802,146729,2017-06-04 23:56:03+00:00
871166179821445120,0,4890,9300802,146729,2017-06-04 00:46:17+00:00
871102520638267392,18537,4673,9300802,146729,2017-06-03 20:33:19+00:00
871032628920680449,20147,3220,9300802,146729,2017-06-03 15:55:36+00:00
870804317367881728,29789,5281,9300802,146729,2017-06-03 00:48:22+00:00
870726314365509632,105,3,9300802,146729,2017-06-02 19:38:25+00:00
870656317836468226,10888,2204,9300802,146729,2017-06-02 15:00:16+00:00
870374049280663552,73932,22737,9300802,146729,2017-06-01 20:18:38+00:00
870308999962521604,19480,3548,9300802,146729,2017-06-01 16:00:09+00:00
870063196459192321,32415,7070,9300802,146729,2017-05-31 23:43:25+00:00
869772420881756160,38004,8693,9300802,146729,2017-05-31 04:27:59+00:00
869702957897576449,25051,5383,9300802,146729,2017-05-30 23:51:58+00:00
869596645499047938,14183,2636,9301208,146729,2017-05-30 16:49:31+00:00
869227993411051520,18133,3198,9300802,146729,2017-05-29 16:24:37+00:00
868880397819494401,57946,12251,9300802,146729,2017-05-28 17:23:24+00:00
868639477480148993,0,1751,9301259,146733,2017-05-28 01:26:04+00:00
868622495443632128,23631,4467,9300802,146729,2017-05-28 00:18:35+00:00
868552278524837888,8965,1751,9300802,146729,2017-05-27 19:39:34+00:00
867900495410671616,21594,3570,9300802,146729,2017-05-26 00:29:37+00:00
867774946302451713,30272,6252,9300802,146729,2017-05-25 16:10:44+00:00
867421006826221569,14346,2113,9300802,146729,2017-05-24 16:44:18+00:00
867072653475098625,0,101,9300802,146729,2017-05-23 17:40:04+00:00
867051520902168576,28690,6778,9301259,146733,2017-05-23 16:16:06+00:00
866720684873056260,17868,4130,9300802,146729,2017-05-22 18:21:28+00:00
866686824827068416,17130,2968,9300802,146729,2017-05-22 16:06:55+00:00
866450705531457537,108865,30183,9300802,146729,2017-05-22 00:28:40+00:00
866334964761202691,46609,12203,9300802,146729,2017-05-21 16:48:45+00:00
866094527597207552,0,7162,9300802,146729,2017-05-21 00:53:21+00:00
865718153858494464,22929,4845,9300802,146729,2017-05-19 23:57:46+00:00
865359393868664832,23600,4289,9300802,146729,2017-05-19 00:12:11+00:00
865006731092295680,25039,6669,9300802,146729,2017-05-18 00:50:50+00:00
864873206498414592,28858,7499,9300802,146729,2017-05-17 16:00:15+00:00
864279568663928832,13072,2581,9300802,146729,2017-05-16 00:41:21+00:00
864197398364647424,26635,7585,9300802,146729,2017-05-15 19:14:50+00:00
863907417377173506,18437,3590,9300802,146729,2017-05-15 00:02:33+00:00
863553081350529029,13680,3631,9300802,146729,2017-05-14 00:34:33+00:00
863471782782697472,0,2092,9300802,146729,2017-05-13 19:11:30+00:00
863432100342583297,21306,4554,9300802,146729,2017-05-13 16:33:49+00:00
863427515083354112,1960,80,9300802,146729,2017-05-13 16:15:35+00:00
863079547188785154,7897,953,9300802,146729,2017-05-12 17:12:53+00:00
863062471531167744,7525,2092,9300802,146729,2017-05-12 16:05:02+00:00
862831371563274240,17216,4454,9300802,146729,2017-05-12 00:46:44+00:00
862722525377298433,15333,3089,9300802,146729,2017-05-11 17:34:13+00:00
862457590147678208,18273,4250,9300802,146729,2017-05-11 00:01:27+00:00
862096992088072192,66293,19997,9300802,146729,2017-05-10 00:08:34+00:00
861383897657036800,32297,9265,9300802,146729,2017-05-08 00:54:59+00:00
861288531465048066,15354,3591,9300802,146729,2017-05-07 18:36:02+00:00
861005113778896900,14990,3337,9300802,146729,2017-05-06 23:49:50+00:00
860981674716409858,0,1857,9300802,146729,2017-05-06 22:16:42+00:00
860924035999428608,0,678,9300802,146729,2017-05-06 18:27:40+00:00
860563773140209665,6722,1857,9300802,146729,2017-05-05 18:36:06+00:00
860524505164394496,21252,4604,9300802,146729,2017-05-05 16:00:04+00:00
860276583193509888,16586,3070,9300802,146729,2017-05-04 23:34:55+00:00
860184849394610176,15017,5122,9300802,146729,2017-05-04 17:30:24+00:00
860177593139703809,0,26743,9300802,146729,2017-05-04 17:01:34+00:00
859924526012018688,17640,3585,9300802,146729,2017-05-04 00:15:58+00:00
859851578198683649,13973,3069,9300802,146729,2017-05-03 19:26:06+00:00
859607811541651456,16836,1364,9300802,146729,2017-05-03 03:17:27+00:00
859196978902773760,80557,26271,9300802,146729,2017-05-02 00:04:57+00:00
859074603037188101,30435,11969,9300802,146729,2017-05-01 15:58:40+00:00
858860390427611136,0,7082,9300802,146729,2017-05-01 01:47:28+00:00
858843525470990336,14124,3027,9300802,146729,2017-05-01 00:40:27+00:00
858471635011153920,19492,4262,9300802,146729,2017-04-30 00:02:42+00:00
858107933456039936,14236,2539,9300802,146729,2017-04-28 23:57:28+00:00
857989990357356544,14495,2267,9300802,146729,2017-04-28 16:08:49+00:00
857746408056729600,30817,9349,9300802,146729,2017-04-28 00:00:54+00:00
857393404942143489,5309,1443,9300802,146729,2017-04-27 00:38:11+00:00
857263160327368704,18249,3977,9300802,146729,2017-04-26 16:00:39+00:00
857214891891077121,204,16,9300802,146729,2017-04-26 12:48:51+00:00
857062103051644929,0,148,9300802,146729,2017-04-26 02:41:43+00:00
857029823797047296,17047,3493,9300802,146729,2017-04-26 00:33:27+00:00
856543823941562368,14839,2548,9300802,146729,2017-04-24 16:22:16+00:00
856526610513747968,10827,1654,9300802,146729,2017-04-24 15:13:52+00:00
856288084350160898,487,15,9300802,146729,2017-04-23 23:26:03+00:00
856282028240666624,25235,5581,9300802,146729,2017-04-23 23:01:59+00:00
855862651834028034,303,21,9300802,146729,2017-04-22 19:15:32+00:00
855860136149123072,4409,853,9300802,146729,2017-04-22 19:05:32+00:00
855857698524602368,10857,1861,9300802,146729,2017-04-22 18:55:51+00:00
855851453814013952,41907,16130,9300802,146729,2017-04-22 18:31:02+00:00
855818117272018944,24280,4816,9300802,146729,2017-04-22 16:18:34+00:00
855459453768019968,27110,7303,9300802,146729,2017-04-21 16:33:22+00:00
855245323840757760,0,5266,9300802,146729,2017-04-21 02:22:29+00:00
855138241867124737,0,36,9300802,146729,2017-04-20 19:16:59+00:00
854732716440526848,20698,5352,9300802,146729,2017-04-19 16:25:34+00:00
854482394044301312,26573,6025,9301259,146733,2017-04-18 23:50:52+00:00
854365224396361728,17206,4153,9300802,146729,2017-04-18 16:05:17+00:00
854120357044912130,29236,6597,9300802,146729,2017-04-17 23:52:16+00:00
854010172552949760,14840,2791,9300802,146729,2017-04-17 16:34:26+00:00
853760880890318849,26099,5117,9300802,146729,2017-04-17 00:03:50+00:00
853639147608842240,31562,8886,9300802,146729,2017-04-16 16:00:07+00:00
853299958564483072,14177,3171,9300802,146729,2017-04-15 17:32:18+00:00
852936405516943360,0,1789,9300802,146729,2017-04-14 17:27:40+00:00
852912242202992640,8256,1601,9300802,146729,2017-04-14 15:51:39+00:00
852672615818899456,13649,1913,9300802,146729,2017-04-13 23:59:28+00:00
852553447878664193,14911,3119,9300802,146729,2017-04-13 16:05:56+00:00
852311364735569921,30372,8884,9300802,146729,2017-04-13 00:03:59+00:00
852226086759018497,18363,6098,9300802,146729,2017-04-12 18:25:07+00:00
852189679701164033,10574,1419,9300802,146729,2017-04-12 16:00:27+00:00
851591660324737024,14963,3125,9300802,146729,2017-04-11 00:24:08+00:00
851464819735769094,22276,6314,9300802,146729,2017-04-10 16:00:07+00:00
851224888060895234,19061,5172,9300802,146729,2017-04-10 00:06:42+00:00
850753642995093505,28170,8088,9300802,146729,2017-04-08 16:54:09+00:00
850380195714523136,12086,2333,9300802,146729,2017-04-07 16:10:12+00:00
850333567704068097,3193,301,9300802,146729,2017-04-07 13:04:55+00:00
850145622816686080,15060,3397,9300802,146729,2017-04-07 00:38:06+00:00
850019790995546112,18794,4375,9300802,146729,2017-04-06 16:18:05+00:00
849776966551130114,27922,6824,9300802,146729,2017-04-06 00:13:11+00:00
849668094696017920,0,4448,9300802,146729,2017-04-05 17:00:34+00:00
849412302885593088,14681,2835,9300802,146729,2017-04-05 00:04:08+00:00
849336543269576704,10559,1693,9300802,146729,2017-04-04 19:03:06+00:00
849051919805034497,39041,7630,9300802,146729,2017-04-04 00:12:06+00:00
848690551926992896,23286,3926,9300802,146729,2017-04-03 00:16:10+00:00
848324959059550208,22844,4156,9300802,146729,2017-04-02 00:03:26+00:00
848213670039564288,7544,646,9300802,146729,2017-04-01 16:41:12+00:00
848212111729840128,15045,2721,9300802,146729,2017-04-01 16:35:01+00:00
847978865427394560,0,2924,9300802,146729,2017-04-01 01:08:10+00:00
847971574464610304,0,396,9300802,146729,2017-04-01 00:39:12+00:00
847962785489326080,21753,4580,9300802,146729,2017-04-01 00:04:17+00:00
847842811428974592,5019,1192,9300802,146729,2017-03-31 16:07:33+00:00
847617282490613760,6472,376,9300802,146729,2017-03-31 01:11:22+00:00
847606175596138505,17366,3092,9300802,146729,2017-03-31 00:27:14+00:00
847251039262605312,18988,3924,9300802,146729,2017-03-30 00:56:03+00:00
847157206088847362,18388,5258,9300802,146729,2017-03-29 18:43:12+00:00
847116187444137987,19896,2876,9300802,146729,2017-03-29 16:00:12+00:00
846874817362120707,18641,3554,9300802,146729,2017-03-29 00:01:05+00:00
846514051647705089,41233,10390,9300802,146729,2017-03-28 00:07:32+00:00
846505985330044928,13089,2764,9300802,146729,2017-03-27 23:35:28+00:00
846153765933735936,29118,8184,9300802,146729,2017-03-27 00:15:53+00:00
846139713627017216,28837,9173,9300802,146729,2017-03-26 23:20:02+00:00
846042936437604353,14828,2591,9300802,146729,2017-03-26 16:55:29+00:00
845812042753855489,27048,7871,9300802,146729,2017-03-26 01:38:00+00:00
845677943972139009,23460,4385,9300802,146729,2017-03-25 16:45:08+00:00
845397057150107648,7091,1622,9300802,146729,2017-03-24 22:08:59+00:00
845306882940190720,21640,4866,9300802,146729,2017-03-24 16:10:40+00:00
845098359547420673,0,6946,9300802,146729,2017-03-24 02:22:04+00:00
844979544864018432,12689,2316,9300802,146729,2017-03-23 18:29:57+00:00
844973813909606400,13943,2859,9300802,146729,2017-03-23 18:07:10+00:00
844580511645339650,15306,2817,9300802,146729,2017-03-22 16:04:20+00:00
844223788422217728,12708,1994,9300802,146729,2017-03-21 16:26:50+00:00
843981021012017153,14134,2701,9300802,146729,2017-03-21 00:22:10+00:00
843856843873095681,19983,4171,9300802,146729,2017-03-20 16:08:44+00:00
843604394117681152,15724,2483,9300802,146729,2017-03-19 23:25:35+00:00
843235543001513987,19994,5419,9300802,146729,2017-03-18 22:59:54+00:00
842846295480000512,14227,3317,9300802,146729,2017-03-17 21:13:10+00:00
842765311967449089,6301,1176,9300802,146729,2017-03-17 15:51:22+00:00
842535590457499648,16937,3187,9300802,146729,2017-03-17 00:38:32+00:00
842163532590374912,22755,5266,9300802,146729,2017-03-16 00:00:07+00:00
842115215311396866,13049,2761,9300802,146729,2017-03-15 20:48:07+00:00
841833993020538882,0,13588,9300802,146729,2017-03-15 02:10:39+00:00
841680585030541313,24060,7165,9300802,146729,2017-03-14 16:01:03+00:00
841439858740625411,11747,3331,9300802,146729,2017-03-14 00:04:30+00:00
841320156043304961,18440,5026,9300802,146729,2017-03-13 16:08:50+00:00
841314665196081154,14766,4242,9300802,146729,2017-03-13 15:47:01+00:00
841077006473256960,21350,4890,9300802,146729,2017-03-13 00:02:39+00:00
840761248237133825,0,1622,9300802,146729,2017-03-12 03:07:56+00:00
840728873075638272,0,14603,9300802,146729,2017-03-12 00:59:17+00:00
840698636975636481,165,2,9300802,146729,2017-03-11 22:59:09+00:00
840696689258311684,11496,891,9300802,146729,2017-03-11 22:51:24+00:00
840632337062862849,8437,1622,9300802,146729,2017-03-11 18:35:42+00:00
840370681858686976,15345,4185,9300802,146729,2017-03-11 01:15:58+00:00
840268004936019968,17921,5218,9300802,146729,2017-03-10 18:27:58+00:00
839990271299457024,12547,2069,9300802,146729,2017-03-10 00:04:21+00:00
839549326359670784,25602,7082,9300802,146729,2017-03-08 18:52:12+00:00
839290600511926273,0,132,9300802,146729,2017-03-08 01:44:07+00:00
839239871831150596,25259,5947,9300802,146729,2017-03-07 22:22:32+00:00
838952994649550848,18385,3666,9300802,146729,2017-03-07 03:22:35+00:00
838921590096166913,10430,1858,9300802,146729,2017-03-07 01:17:48+00:00
838916489579200512,0,31,9300802,146729,2017-03-07 00:57:32+00:00
838831947270979586,0,10040,9300802,146729,2017-03-06 19:21:35+00:00
838561493054533637,10256,1233,9300802,146729,2017-03-06 01:26:54+00:00
838476387338051585,21002,4349,9300802,146729,2017-03-05 19:48:43+00:00
838201503651401729,0,9206,9300802,146729,2017-03-05 01:36:26+00:00
838150277551247360,1568,304,9300802,146729,2017-03-04 22:12:52+00:00
838085839343206401,133,1,9300802,146729,2017-03-04 17:56:49+00:00
838083903487373313,16480,2847,9300802,146729,2017-03-04 17:49:08+00:00
837820167694528512,31870,7162,9300802,146729,2017-03-04 00:21:08+00:00
837482249356513284,3615,408,9300802,146729,2017-03-03 01:58:22+00:00
837471256429613056,12002,2065,9300802,146729,2017-03-03 01:14:41+00:00
837110210464448512,15075,2182,9300802,146729,2017-03-02 01:20:01+00:00
836989968035819520,11962,2117,9300802,146729,2017-03-01 17:22:13+00:00
836753516572119041,18153,4270,9300802,146729,2017-03-01 01:42:39+00:00
836677758902222849,11861,2025,9300802,146729,2017-02-28 20:41:37+00:00
836648853927522308,0,508,9300802,146729,2017-02-28 18:46:45+00:00
836397794269200385,0,25117,9300802,146729,2017-02-28 02:09:08+00:00
836380477523124226,13921,2747,9300802,146729,2017-02-28 01:00:19+00:00
836260088725786625,19967,3984,9300802,146729,2017-02-27 17:01:56+00:00
836001077879255040,17912,3896,9300802,146729,2017-02-26 23:52:43+00:00
835685285446955009,0,7426,9300802,146729,2017-02-26 02:57:52+00:00
835574547218894849,16674,3303,9300802,146729,2017-02-25 19:37:50+00:00
835536468978302976,0,1544,9300802,146729,2017-02-25 17:06:32+00:00
835309094223372289,0,19188,9300802,146729,2017-02-25 02:03:02+00:00
835297930240217089,15453,2744,9300802,146729,2017-02-25 01:18:40+00:00
835264098648616962,7245,1544,9300802,146729,2017-02-24 23:04:14+00:00
835246439529840640,1991,63,9300802,146729,2017-02-24 21:54:03+00:00
835172783151792128,24594,5299,9300802,146729,2017-02-24 17:01:22+00:00
835152434251116546,20975,2763,9300802,146729,2017-02-24 15:40:31+00:00
834931633769889797,10118,1492,9300802,146729,2017-02-24 01:03:08+00:00
834786237630337024,20245,5110,9300802,146729,2017-02-23 15:25:23+00:00
834574053763584002,12822,2316,9300802,146729,2017-02-23 01:22:14+00:00
834477809192075265,0,9777,9300802,146729,2017-02-22 18:59:48+00:00
834458053273591808,9043,1549,9300802,146729,2017-02-22 17:41:18+00:00
834209720923721728,19270,4332,9300802,146729,2017-02-22 01:14:30+00:00
834167344700198914,14852,3365,9300802,146729,2017-02-21 22:26:07+00:00
834089966724603904,9459,1964,9300802,146729,2017-02-21 17:18:39+00:00
834086379323871233,12257,2041,9300802,146729,2017-02-21 17:04:24+00:00
833863086058651648,12641,2214,9300802,146729,2017-02-21 02:17:06+00:00
833826103416520705,17093,3492,9300802,146729,2017-02-20 23:50:09+00:00
833732339549220864,0,205,9300802,146729,2017-02-20 17:37:34+00:00
833722901757046785,19713,2999,9300802,146729,2017-02-20 17:00:04+00:00
833479644947025920,14023,1894,9300802,146729,2017-02-20 00:53:27+00:00
833124694597443584,19010,4448,9300802,146729,2017-02-19 01:23:00+00:00
832998151111966721,12448,2021,9300802,146729,2017-02-18 17:00:10+00:00
832769181346996225,0,38,9300802,146729,2017-02-18 01:50:19+00:00
832757312314028032,15862,3321,9300802,146729,2017-02-18 01:03:09+00:00
832682457690300417,11154,2669,9300802,146729,2017-02-17 20:05:43+00:00
832645525019123713,2743,485,9300802,146729,2017-02-17 17:38:57+00:00
832636094638288896,14916,2564,9300802,146729,2017-02-17 17:01:29+00:00
832397543355072512,11256,2038,9300802,146729,2017-02-17 01:13:34+00:00
832369877331693569,16097,2924,9300802,146729,2017-02-16 23:23:38+00:00
832273440279240704,10664,2148,9300802,146729,2017-02-16 17:00:25+00:00
832215909146226688,0,5729,9300802,146729,2017-02-16 13:11:49+00:00
832215726631055365,0,8593,9300802,146729,2017-02-16 13:11:05+00:00
832088576586297345,58,2,9301208,146729,2017-02-16 04:45:50+00:00
832040443403784192,0,8829,9300802,146729,2017-02-16 01:34:34+00:00
832032802820481025,16789,4305,9300802,146729,2017-02-16 01:04:13+00:00
831939777352105988,22495,5662,9300802,146729,2017-02-15 18:54:34+00:00
831926988323639298,319,34,9300802,146729,2017-02-15 18:03:45+00:00
831911600680497154,25877,5986,9300802,146729,2017-02-15 17:02:36+00:00
831670449226514432,9795,1690,9300802,146729,2017-02-15 01:04:21+00:00
831650051525054464,6689,1789,9300802,146729,2017-02-14 23:43:18+00:00
831552930092285952,8460,2162,9300802,146729,2017-02-14 17:17:22+00:00
831322785565769729,8755,1447,9300802,146729,2017-02-14 02:02:51+00:00
831315979191906304,6178,1039,9300802,146729,2017-02-14 01:35:49+00:00
831309418084069378,11107,2270,9300802,146729,2017-02-14 01:09:44+00:00
831262627380748289,11170,1891,9300802,146729,2017-02-13 22:03:49+00:00
830956169170665475,7519,1375,9300802,146729,2017-02-13 01:46:03+00:00
830583320585068544,62475,15420,9300802,146729,2017-02-12 01:04:29+00:00
830173239259324417,0,5246,9300802,146729,2017-02-10 21:54:58+00:00
830097400375152640,9173,2698,9300802,146729,2017-02-10 16:53:37+00:00
829878982036299777,0,4610,9300802,146729,2017-02-10 02:25:42+00:00
829861396166877184,11530,1793,9300802,146729,2017-02-10 01:15:49+00:00
829501995190984704,29906,9777,9300802,146729,2017-02-09 01:27:41+00:00
829449946868879360,9887,1862,9300802,146729,2017-02-08 22:00:52+00:00
829141528400556032,22927,6772,9300802,146729,2017-02-08 01:35:19+00:00
829011960981237760,50299,15111,9300802,146729,2017-02-07 17:00:28+00:00
828801551087042563,0,3162,9300802,146729,2017-02-07 03:04:22+00:00
828770345708580865,24100,5398,9300802,146729,2017-02-07 01:00:22+00:00
828708714936930305,34284,10333,9300802,146729,2017-02-06 20:55:28+00:00
828650029636317184,8956,1238,9300802,146729,2017-02-06 17:02:17+00:00
828409743546925057,6046,1079,9300802,146729,2017-02-06 01:07:28+00:00
828408677031882754,7260,1186,9300802,146729,2017-02-06 01:03:14+00:00
828381636999917570,11878,2060,9300802,146729,2017-02-05 23:15:47+00:00
828376505180889089,6990,995,9300802,146729,2017-02-05 22:55:23+00:00
828372645993398273,11871,2725,9300802,146729,2017-02-05 22:40:03+00:00
828361771580813312,2071,165,9300802,146729,2017-02-05 21:56:51+00:00
828046555563323392,11060,2657,9300802,146729,2017-02-05 01:04:17+00:00
828011680017821696,9779,1993,9300802,146729,2017-02-04 22:45:42+00:00
827933404142436356,18863,4835,9300802,146729,2017-02-04 17:34:40+00:00
827653905312006145,14598,2793,9300802,146729,2017-02-03 23:04:02+00:00
827600520311402496,7062,864,9300802,146729,2017-02-03 19:31:54+00:00
827324948884643840,14948,2809,9300802,146729,2017-02-03 01:16:53+00:00
827199976799354881,10003,2060,9300802,146729,2017-02-02 17:00:17+00:00
826958653328592898,20323,4610,9300802,146729,2017-02-02 01:01:21+00:00
826848821049180160,34052,9343,9300802,146729,2017-02-01 17:44:55+00:00
826615380357632002,0,3682,9300802,146729,2017-02-01 02:17:19+00:00
826598799820865537,4860,230,9300802,146729,2017-02-01 01:11:25+00:00
826598365270007810,9448,2180,9300802,146729,2017-02-01 01:09:42+00:00
826476773533745153,17369,3892,9300802,146729,2017-01-31 17:06:32+00:00
826240494070030336,12530,2418,9300802,146729,2017-01-31 01:27:39+00:00
826204788643753985,4600,855,9300802,146729,2017-01-30 23:05:46+00:00
826115272272650244,14739,2872,9300802,146729,2017-01-30 17:10:04+00:00
825876512159186944,9922,1736,9300802,146729,2017-01-30 01:21:19+00:00
825829644528148480,12021,2334,9300802,146729,2017-01-29 22:15:05+00:00
825535076884762624,53966,16347,9300802,146729,2017-01-29 02:44:34+00:00
825147591692263424,17261,4183,9300802,146729,2017-01-28 01:04:51+00:00
